	id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
39191380,"Beautiful 1BR, 2BA, Prudential area,Back Bay.",291276943,Salman,,Back Bay,42.3428,-71.08216,Entire home/apt,150,2,10,2019-12-22,1.94,2,72
39197687,Spacious Queen Room in Fenway,297860058,June,,Fenway,42.34326,-71.09624,Private room,61,91,0,,,7,349
39199659,Private Designed Bedroom Long Term by Downtown,299340250,Teresa & Jonathan,,Roxbury,42.32397,-71.06857,Private room,39,28,0,,,6,223
39202885,Private Trendy modern escape from home,22096965,Amenata,,Hyde Park,42.25998,-71.11475,Entire home/apt,90,28,1,2019-12-07,0.30,1,122
39218524,Luxurious Two Bedroom Medical Suite - NO FEES!,300941849,Luxury Medical Suites,,Back Bay,42.34931,-71.08188,Entire home/apt,500,4,3,2020-03-12,1.55,9,222
39225328,South Boston Garden Level Apartment,103469012,Chelsea,,South Boston,42.33498,-71.03043,Entire home/apt,110,2,12,2020-03-08,2.43,1,32
39242821,"3-42 Small Room, Communal Living, Stay Now!",285344759,Bv,,Bay Village,42.34914,-71.06954,Private room,124,2,19,2020-02-29,3.65,33,230
39265262,Beautiful  bedroom with private bath near HBS,6380957,David,,Allston,42.35985,-71.12848,Private room,70,91,0,,,1,90
39298735,"1-41 Private Modern Studio, Sleeps 3!",285344759,Bv,,Bay Village,42.34908,-71.06861,Entire home/apt,160,2,11,2019-12-29,2.20,33,4
39352117,Quaint North End 1BR w/ Gym + W/D + Doorman near Station by Blueground,107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,193,32,0,,,153,364
39352154,Modern North End 1BR w/ Gym + W/D + Doorman near TD Garden by Blueground,107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,215,32,0,,,153,319
39352183,Airy North End 1BR w/ W/D + Gym near Public Market by Blueground,107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,226,32,0,,,153,319
39356181,Sleek North End 1BR w/ Gym + W/D + Doorman near TD Garden by Blueground,107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,170,32,0,,,153,351
39370663,"Entire apts, big, clean,Nice, and quiet area.",298599707,Gregorio,,Dorchester,42.29822,-71.07144,Entire home/apt,130,1,6,2020-03-01,1.31,2,15
39388025,1-24 Downtown Studio in Boston!,285344759,Bv,,Bay Village,42.34952,-71.06955,Private room,129,2,2,2020-01-16,0.59,33,17
39390476,Evon | SouthEnd | Luxury Apt | Boston Medical,212359760,Corporate,,South End,42.33875,-71.07471,Entire home/apt,299,10,11,2020-03-15,2.19,34,66
39394763,Beautiful 1 Bedroom Condo in Heart of South Boston,39938304,Elizabeth,,South Boston,42.33318,-71.04949,Entire home/apt,120,31,1,2019-12-21,0.34,1,265
39397093,Brand new remodeled apartment.,194496385,Jessika,,Brighton,42.34773,-71.16996,Entire home/apt,180,2,5,2020-02-29,1.01,6,131
39398042,Confortable private room.,194496385,Jessika,,Brighton,42.3461,-71.16989,Private room,45,1,9,2020-03-01,1.76,6,65
39414373,A private confortable room. One up to three people,194496385,Jessika,,Brighton,42.3461,-71.16999,Private room,56,1,6,2020-03-02,1.29,6,65
39419962,A nice spacious comfortable basement,302784588,Adolph,,Hyde Park,42.27133,-71.11056,Private room,90,2,0,,,2,179
39444375,Prime One Bedroom Medical Suite - NO FEES!,300941849,Luxury Medical Suites,,Back Bay,42.34673,-71.07898,Entire home/apt,500,28,0,,,9,201
39444706,Elegant Two Bedroom Medical Suite - NO FEES!,300941849,Luxury Medical Suites,,Back Bay,42.34902,-71.0793,Entire home/apt,500,28,0,,,9,231
39445807,Charming One Bedroom Medical Suite - NO FEES!,300941849,Luxury Medical Suites,,Back Bay,42.34666,-71.07851,Entire home/apt,5555,28,1,2019-12-20,0.34,9,197
39446774,Exceptional Two Bedroom Medical Suite - NO FEES!,300941849,Luxury Medical Suites,,Back Bay,42.34659,-71.07915,Entire home/apt,1000,28,1,2020-01-16,0.49,9,3
39447297,Selective Two Bedroom Medical Suite - NO FEES!,300941849,Luxury Medical Suites,,Back Bay,42.34646,-71.07756,Entire home/apt,1000,28,0,,,9,107
39447462,Beautiful Two Bedroom Medical Suite - NO FEES!,300941849,Luxury Medical Suites,,Back Bay,42.34647,-71.07763,Entire home/apt,2000,28,0,,,9,210
39447565,Marvelous Two Bedroom Medical Suite - NO FEES!,300941849,Luxury Medical Suites,,Back Bay,42.34782,-71.0835,Entire home/apt,1000,28,1,2020-02-29,1,9,216
39456394,"Crisp North End 1BR w/ Gym + W/D near Public Market, by Blueground",107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,198,32,0,,,153,199
39456430,"Lovely North End 1BR w/ Doorman + Gym near North Station, by Blueground",107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,177,32,0,,,153,166
39456451,Central North End 1BR w/ W/D + Gym near Public Market by Blueground,107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,169,32,0,,,153,0
39456474,Ideal North End 1BR w/ Gym + W/D near North Station by Blueground,107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,215,32,0,,,153,0
39458299,"Hip North End Studio w/ Gym + W/D + Doorman near station, by Blueground",107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,189,32,0,,,153,332
39458704,"Smart North End 1BR w/ W/D + Doorman near TD Garden, by Blueground",107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,197,32,0,,,153,291
39461104,Convenient North End Studio w/ W/D + Gym near TD Garden by Blueground,107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,166,32,0,,,153,332
39461138,Equipped North End Studio w/ W/D + Doorman near TD Garden by Blueground,107434423,Blueground,,Downtown,42.36374,-71.06222,Entire home/apt,184,32,0,,,153,278
39461190,Comfy North End Studio w/ Doorman + W/D near TD Garden by Blueground,107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,178,32,0,,,153,196
39461223,Crisp North End Studio w/ Gym + W/D near North Station by Blueground,107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,166,32,0,,,153,319
39463129,Sonder | The Conrad | Charming 4BR,224829568,Sonder (Boston),,Downtown,42.35533,-71.06117,Entire home/apt,270,30,2,2019-12-21,0.52,38,365
39479603,Delightful Downtown Boston 2bed 2bath Apartment,275849638,Steven,,Downtown,42.35715,-71.05474,Entire home/apt,399,2,26,2020-03-07,5.53,20,175
39480229,Perfect North End Apt - 2BR 2BA w/ Laundry!,275849638,Steven,,North End,42.36292,-71.05302,Entire home/apt,500,2,15,2020-02-23,3.44,20,197
39530818,Boston Studio/ Lower Mills-Ashmont Train Elegant,1590661,Kim & Kelvin,,Dorchester,42.28124,-71.06541,Private room,98,2,2,2020-01-02,0.74,1,13
39552443,"Fenway 1BR w/ Doorman + W/D near Green Line, by Blueground",107434423,Blueground,,Fenway,42.34364,-71.09697,Entire home/apt,171,32,0,,,153,0
39557276,"Luxe, private rowhouse retreat on Bunker Hill!",303935573,Donna,,Charlestown,42.37708,-71.06163,Entire home/apt,125,2,9,2020-02-06,1.90,1,24
39560366,Sonder | The Conrad | Stylish 3BR,224829568,Sonder (Boston),,Downtown,42.35609,-71.06199,Entire home/apt,227,30,7,2020-01-28,1.60,38,349
39560388,Sonder | The Conrad | Serene 3BR,224829568,Sonder (Boston),,Downtown,42.35534,-71.06061,Entire home/apt,232,30,3,2020-01-26,0.91,38,365
39560471,Sonder | The Conrad | Vintage 4BR,224829568,Sonder (Boston),,Downtown,42.35727,-71.06079,Entire home/apt,255,30,7,2020-01-26,1.72,38,365
39560780,Great Location near city center. Walk to the beach,10778805,Paul,,South Boston,42.33006,-71.05685,Private room,55,91,0,,,3,83
39562717,Abbot St apartment,279594960,Azeb,,Dorchester,42.29817,-71.08646,Entire home/apt,100,91,1,2019-12-09,0.30,2,274
39575894,Big and bright Jamaica Plain bedroom (Boston),187134980,Caitlin,,Jamaica Plain,42.30448,-71.10762,Private room,65,1,5,2020-03-04,1.70,1,1
39576029,Comfortable Apartment Near Train Room #1,105937428,Alejandro,,Roxbury,42.31666,-71.07482,Private room,44,1,31,2020-03-13,6.89,2,82
39578477,Comfortable Apartment Near Train Room #2,105937428,Alejandro,,Roxbury,42.31749,-71.07418,Private room,45,1,20,2020-03-08,4.38,2,76
39582806,Boston private room,292399041,Henrique,,Dorchester,42.30892,-71.06588,Private room,110,1,4,2020-03-01,0.83,4,353
39583307,Boston beautiful Room,292399041,Henrique,,Dorchester,42.3092,-71.06476,Private room,110,1,10,2020-03-01,2.11,4,347
39603460,Evon | Fenway Park | Luxury Apt | BU & NEU,212359760,Corporate,,Fenway,42.34566,-71.09561,Entire home/apt,299,1,2,2019-11-12,0.42,34,0
39604562,"Over-sized historic one bedroom MGH,BU,MIT",31340713,Kama,,Back Bay,42.35353,-71.08058,Entire home/apt,150,28,2,2020-02-24,0.92,9,187
39610492,Quiet and Cozy Two Bedroom Duplex,304356203,Mike & Silvana,,South Boston,42.33627,-71.03767,Entire home/apt,229,2,4,2020-02-15,2.03,1,46
39621523,"1-B1 Renovated Studio, Awaits Your Next Stay!",285344759,Bv,,Bay Village,42.34921,-71.06949,Entire home/apt,165,2,9,2020-03-02,2.11,33,226
39626192,King Bed in your own Boston oasis.,285904748,AAA Homestays,,Roxbury,42.30833,-71.08703,Private room,50,91,0,,,3,311
39632515,Private Room A at Brigham Circle on Subway Station,281602481,Colby,,Mission Hill,42.33294,-71.1029,Private room,139,1,1,2019-12-22,0.35,5,3
39632710,Master & Modern Room | Close to TD Garden,133407298,Florencia,,Downtown,42.36498,-71.06289,Private room,87,2,4,2020-02-17,0.94,9,185
39633100,Modern 2bed/2bath Apt | Close to TD Garden,133407298,Florencia,,Downtown,42.36531,-71.06238,Entire home/apt,270,1,0,,,9,64
39633438,Beautiful modern room | close to TD Garden,133407298,Florencia,,Downtown,42.36364,-71.06217,Private room,109,2,6,2020-02-16,1.35,9,64
39633774,Private Room B at Brigham Circle on Subway Station,281602481,Colby,,Mission Hill,42.33294,-71.10358,Private room,99,1,1,2019-12-01,0.28,5,3
39634292,Private Room C at Brigham Circle on Subway Station,281602481,Colby,,Mission Hill,42.33474,-71.10308,Private room,99,1,2,2019-12-23,0.49,5,3
39645126,Cute South End Apt in AMAZING location,19006719,Sarah,,Bay Village,42.34824,-71.0701,Entire home/apt,150,91,0,,,1,90
39667251,Samuel Adam #6 Boston,132606746,Javier/ Gilberto,,Jamaica Plain,42.31756,-71.1027,Private room,75,91,1,2020-02-22,1,8,180
39672030,Venn | Downtown Crossing | Charming 1-bd,277913848,Venn,,Downtown,42.35221,-71.0639,Entire home/apt,219,2,11,2020-03-09,2.34,7,183
39686073,Luxury Beacon Hill Condo With Private Patio/Garden,305017623,Sean,,Beacon Hill,42.3572,-71.07235,Entire home/apt,183,32,0,,,1,314
39700598,Fully Furnished Long Term Bedroom by Downtown,299340250,Teresa & Jonathan,,Roxbury,42.32248,-71.07072,Private room,39,28,0,,,6,238
39705298,"Beautiful, Renovated, Fully Furnished 1 Bedroom",31340713,Kama,,Back Bay,42.35354,-71.08142,Entire home/apt,150,28,0,,,9,283
39707104,"Bright, Spacious 1 Bedroom Steps to MBTA",31340713,Kama,,Brighton,42.337,-71.15063,Entire home/apt,125,28,0,,,9,320
39718783,Modern North End 1BR w/ Gym + W/D + Doorman near TD Garden by Blueground,107434423,Blueground,,Downtown,42.35807,-71.05749,Entire home/apt,236,32,0,,,153,133
39731053,"Beautiful, Renovated, Fully Furnished 1 Bedroom",266312920,STARS Of,,Back Bay,42.35373,-71.08103,Entire home/apt,150,28,0,,,11,283
39732562,"Sunny, 1 bedroom,steps to public trans,parkg avail",266312920,STARS Of,,Brighton,42.33892,-71.15163,Entire home/apt,125,28,0,,,11,320
39747454,"Chic North End 2BR w/ Biz Center, near North Station by Blueground",107434423,Blueground,,North End,42.3614,-71.05262,Entire home/apt,209,32,0,,,153,344
39747549,Ample North End 2BR w/ Conference Room near Quincy Market by Blueground,107434423,Blueground,,North End,42.3614,-71.05262,Entire home/apt,255,32,0,,,153,159
39747643,"Stately FiDi 1BR w/ Gym, Pool, near Faneuil Hall, by Blueground",107434423,Blueground,,Downtown,42.35807,-71.05749,Entire home/apt,244,32,0,,,153,282
39747700,A minute walk from the Red line (Shawmut) Room 1,67637928,Yuki,,Dorchester,42.292,-71.06734,Private room,43,29,0,,,4,262
39749799,"Spacious, modern 2 bdrm with garage parking",105144005,Robert,,Dorchester,42.32484,-71.05881,Entire home/apt,145,60,0,,,1,128
39766656,"Spacious Downtown 1BR w/ Gym, Pool near Faneuil Hall & FiDi by Blueground",107434423,Blueground,,Downtown,42.35807,-71.05749,Entire home/apt,235,32,0,,,153,260
39772695,"Boston Homestel, Double Bed",305274008,Boston,,Dorchester,42.31947,-71.05541,Private room,10000,1,9,2020-02-04,2.50,2,244
39772945,"Boston Homestel, 1 Double and 1 Single Bed",305274008,Boston,,Dorchester,42.32102,-71.05575,Private room,10000,1,9,2020-01-19,2.39,2,225
39773223,Sonder | The Conrad | Spacious 4BR,224829568,Sonder (Boston),,Downtown,42.35738,-71.06038,Entire home/apt,259,30,0,,,38,365
39788966,"Apartment w/Parking, minutes to airport / Downtown",305860570,Joseph,,East Boston,42.38402,-71.01792,Entire home/apt,180,2,7,2020-03-08,1.96,1,181
39793021,"Taylor House Bed and Breakfast, Queen Bed",305503541,Taylor House Bed And Breakfast,,Jamaica Plain,42.31433,-71.11787,Private room,189,1,1,2020-02-02,0.68,1,327
39793829,Amazing Chelsea Waterfront Duplex Parking & Casino,5618949,Alan,,East Boston,42.38888,-71.03944,Entire home/apt,199,3,0,,,6,194
39796987,"Home In JP; 900ft- Subway Station, Coffee Shops",306004609,Lillyana,,Jamaica Plain,42.30899,-71.1059,Private room,90,1,2,2019-12-15,0.56,1,74
39820036,143-32 Boston Affordable and Classy Studio!,285344759,Bv,,Back Bay,42.35223,-71.07127,Private room,140,2,9,2020-02-29,2.13,33,230
39839798,Your comfort place,292399041,Henrique,,Dorchester,42.30897,-71.06646,Entire home/apt,350,1,0,,,4,338
39855122,Spacious Queen Room in Allston,297860058,June,,Allston,42.35053,-71.14328,Private room,42,91,0,,,7,342
39867786,Sonder | The Conrad | Gorgeous 4BR,224829568,Sonder (Boston),,Downtown,42.35626,-71.06205,Entire home/apt,282,30,2,2020-01-14,0.86,38,365
39885632,Cozy 1F Apt Walk to Airport/T Mins to DWTN/Casino,271849582,Henry,,East Boston,42.38057,-71.02713,Entire home/apt,200,2,3,2020-01-19,0.76,5,365
39893738,★ Ashmont Apartment | Close to Subway + Downtown ★,102027626,Romo & Nayeli,,Dorchester,42.28982,-71.06748,Entire home/apt,199,2,2,2020-02-17,1.18,6,80
39901056,2br Apt near Public Ⓣ ✈ Major Boston Hospitals MGH,914769,Michael,,East Boston,42.36627,-71.03789,Entire home/apt,67,1,5,2020-03-01,1.47,2,294
39901097,"2BR,1Bath/Airport/Convention Center/Casino/MIT",301550136,Eryka,,East Boston,42.37941,-71.02822,Entire home/apt,155,1,29,2020-03-14,7.44,1,313
39907832,"Airy Back Bay 1BR w/ A/C, nr. Esplanade & Copley Mall, by Blueground",107434423,Blueground,,Back Bay,42.35022,-71.09091,Entire home/apt,169,32,0,,,153,276
39907990,"Longwood 1BR w/ Doorman, Gym, near T Station, by Blueground",107434423,Blueground,,Mission Hill,42.33355,-71.10185,Entire home/apt,137,32,0,,,153,364
39908091,Brighton 2BR near St. Elizabeth's Hospital,107434423,Blueground,,Brighton,42.34965,-71.14948,Entire home/apt,170,32,0,,,153,279
39908108,Longwood 2BR w/ Gym + W/D near Harvard Medical by Blueground,107434423,Blueground,,Mission Hill,42.33355,-71.10185,Entire home/apt,185,32,0,,,153,364
39908209,"Longwood 1BR w/ Doorman, Gym, near Harvard Medical by Blueground",107434423,Blueground,,Mission Hill,42.33355,-71.10185,Entire home/apt,145,32,0,,,153,364
39913058,Spacious Luxury in a Hilltop Home w/ Killer Views,30240262,Matthew,,Dorchester,42.31408,-71.06573,Entire home/apt,249,2,0,,,2,111
39913699,Cozy fully renovated condo in historic Fort Hill,64051705,Nina,,Roxbury,42.32356,-71.09354,Entire home/apt,180,3,1,2019-12-01,0.28,1,24
39951411,Cozy room in brand new 4 bed 2 bath.,1457776,Dana,,Dorchester,42.31092,-71.05621,Private room,48,91,0,,,1,90
39966579,201C monthly rental room with private bath BU Med,41932249,Ann,,Roxbury,42.32555,-71.08275,Private room,45,91,0,,,18,90
39968634,Cozy & Comfortable Private Rm in Milton/Mattapan,278520291,Glen,,Mattapan,42.2672,-71.09621,Private room,45,1,20,2020-03-15,4.69,2,172
39971003,143-42 Boston Affordable and Stylish Studio!,285344759,Bv,,Bay Village,42.34954,-71.07032,Private room,140,2,2,2020-03-03,1.03,33,229
39976209,Abbot St apartment,279594960,Azeb,,Dorchester,42.29787,-71.08629,Entire home/apt,76,91,0,,,2,273
39984676,Country home in the city of Boston.,42947943,Emily,,Jamaica Plain,42.30574,-71.12879,Entire home/apt,207,2,5,2020-03-09,2.27,1,72
40011705,Double Occupancy Room in Boston!,244600805,Bay Village,,Bay Village,42.34946,-71.06915,Private room,300,2,0,,,23,0
40012018,Double Occupancy Room in Boston!,285344759,Bv,,Bay Village,42.34925,-71.06885,Private room,300,2,0,,,33,0
40012368,Evon | Back Bay Convention CTR | Beautiful 1BR S14,212359760,Corporate,,Back Bay,42.34229,-71.0828,Entire home/apt,299,1,3,2020-01-21,0.87,34,68
40023655,Steps away from the Shawmut station!!(room 2),67637928,Yuki,,Dorchester,42.29047,-71.06637,Private room,32,30,0,,,4,136
40031197,Sonder | Financial District | Airy 1BR + Sofa Bed,224829568,Sonder (Boston),,Downtown,42.35803,-71.05472,Entire home/apt,114,30,0,,,38,365
40035442,"5-32 Private Room, Full Size Bed, Location!",285344759,Bv,,Bay Village,42.34945,-71.07014,Private room,140,2,6,2020-01-20,1.70,33,4
40084126,2 Br. Condo with Amazing Views of Boston Skyline,309250919,Heather,,Charlestown,42.38,-71.06542,Entire home/apt,140,91,0,,,1,180
40085269,Modern 3BR | Gym & Lounge | Fenway/Longwood Area,30283594,Kara,,Mission Hill,42.33092,-71.11129,Entire home/apt,179,2,5,2020-01-03,1.40,92,346
40087264,Sonder | Financial District | Warm 2BR,224829568,Sonder (Boston),,Downtown,42.3569,-71.05344,Entire home/apt,125,30,0,,,38,365
40088651,Sonder | Financial District | Sun-Filled 2BR,224829568,Sonder (Boston),,Downtown,42.35691,-71.05298,Entire home/apt,125,30,0,,,38,365
40104343,"Modern Fenway Studio w/ City View, A/C, near Fenway Park, by Blueground",107434423,Blueground,,Fenway,42.34425,-71.09576,Entire home/apt,106,32,0,,,153,334
40115277,5-21 Welcoming Private Studio for One!,285344759,Bv,,Bay Village,42.34905,-71.06966,Private room,124,2,3,2020-02-08,1.96,33,4
40117655,5-24 Studio for One!,285344759,Bv,,Bay Village,42.34876,-71.06928,Private room,129,2,6,2020-02-22,2.05,33,4
40117803,5-23 Perfect Downtown Studio for Two!,285344759,Bv,,Bay Village,42.34915,-71.06989,Entire home/apt,170,2,11,2020-03-08,3.06,33,0
40134575,Sonder | Financial District | Iconic 1BR,224829568,Sonder (Boston),,Downtown,42.3583,-71.05389,Entire home/apt,114,30,0,,,38,365
40158763,"Close to Universities, Hospitals,Museums, Downtown",49565531,Maria,,Jamaica Plain,42.32036,-71.10592,Private room,150,3,0,,,2,152
40159488,5-1 Private Room in Downtown Boston!,285344759,Bv,,Bay Village,42.3491,-71.06954,Entire home/apt,170,2,8,2020-03-01,2.35,33,360
40159691,Ensuite  Master Heaven with bathroom,227889113,Lee,,Dorchester,42.29939,-71.08294,Private room,80,2,1,2020-01-06,0.42,4,239
40160444,Your home away from home!,20447366,Jason,,Dorchester,42.29728,-71.05765,Private room,95,1,1,2020-02-04,0.71,1,260
40176444,Queen Bed in your own Boston oasis.,285904748,AAA Homestays,,Roxbury,42.30921,-71.08688,Private room,45,91,1,2020-02-15,1,3,311
40204564,2 Private bedroom close fenway & Downtown,261924568,Hugo,,Jamaica Plain,42.32521,-71.10553,Private room,200,1,3,2020-02-23,0.91,10,360
40204755,4 Private bedroom close fenway & Downtown Boston,261924568,Hugo,,Jamaica Plain,42.3253,-71.10533,Private room,250,1,3,2020-02-20,0.80,10,362
40209504,Comfort and convenient Room,26098645,Manuela,,Dorchester,42.32117,-71.06183,Private room,89,2,9,2020-02-16,3.10,10,86
40256323,New! Awesome Location Beautiful 3 Bed Free Parking,26638332,Hannah,,Allston,42.35363,-71.13741,Entire home/apt,88,3,2,2020-03-08,0.71,3,47
40258908,Spacious bedroom,293373619,Jihane,,Brighton,42.34251,-71.15373,Private room,50,91,0,,,7,365
40265104,Classic furnished 1BR in Fenway in Brownstone Bldg,275849638,Steven,,Fenway,42.34787,-71.09397,Entire home/apt,400,1,20,2020-02-23,5.41,20,182
40266556,2Double/daybed 3.6mi to Downtown Freeprk walk to T,292030808,Eder & Marco,,Dorchester,42.31245,-71.06519,Private room,47,3,2,2019-12-30,0.53,5,0
40280398,Evon | Downtown | SoWa | Luxury 2BR/2BA + Art F3,212359760,Corporate,,South End,42.34143,-71.06523,Entire home/apt,299,1,8,2020-01-19,2.24,34,0
40283311,Blue Waters,92691757,Melissa,,Charlestown,42.37067,-71.05981,Private room,310,1,0,,,8,179
40287437,Sutton Comfort Room 1,311212997,Elisio,,Mattapan,42.28164,-71.08893,Private room,54,1,14,2020-03-01,7.50,2,252
40299766,Back Bay 1 Bedoom around the corner for Newbury St,38997,Michelle,,Back Bay,42.34921,-71.08368,Entire home/apt,84,91,0,,,9,349
40302103,Stylish retreat gather +king mn2 Downtown Freeprkg,292030808,Eder & Marco,,Dorchester,42.31389,-71.06524,Entire home/apt,107,2,8,2020-01-12,2.12,5,316
40322765,Luxury Boston Apartment Fenway,158837906,Hesham,,Fenway,42.34365,-71.1003,Entire home/apt,200,28,0,,,6,365
40324158,Deep Clean Disinfected 3br Apt MGH BWH Tufts BIDMC,914769,Michael,,East Boston,42.36712,-71.03788,Entire home/apt,350,1,0,,,2,283
40329958,Cozy 2bd Apt Walk to Airport/T Mins to DWTN/Casino,271849582,Henry,,East Boston,42.38207,-71.02904,Entire home/apt,200,2,0,,,5,361
40330500,[Protected area] Cabin in the woods | basement,24913797,Ken,,South Boston,42.32877,-71.05851,Private room,50,1,0,,,1,179
40343727,Stylish King 3.6mi to Downtown Freak walk to T,292030808,Eder & Marco,,Dorchester,42.31205,-71.06541,Private room,36,3,1,2019-11-25,0.27,5,0
40344083,2Double/sofabed 3.6mi to Downtown Freak walk to T,292030808,Eder & Marco,,Dorchester,42.31396,-71.06676,Private room,58,3,2,2019-12-30,0.53,5,0
40344334,Cozy Double 3.6mi to Downtown Freeprk walk to T,292030808,Eder & Marco,,Dorchester,42.31329,-71.06521,Private room,36,3,1,2019-11-25,0.27,5,0
40350981,Beautiful Remodeled South End Condo,8034830,Robert,,Back Bay,42.34578,-71.08369,Entire home/apt,119,3,2,2020-03-01,2,1,183
40351759,Boston Marathon 2020 at Boston Custom House,311590009,James,,Downtown,42.35828,-71.05466,Entire home/apt,600,3,0,,,1,138
40364138,Shared room 5 mins from Northeastern University,256237272,Ajith Kumar,,Mission Hill,42.33539,-71.09713,Shared room,20,180,0,,,1,0
40365393,"Smart South Boston 1BR w/ W/D in unit, nr. Carson Beach, by Blueground",107434423,Blueground,,South Boston,42.33096,-71.04379,Entire home/apt,188,32,0,,,153,359
40365443,"Mod South Boston 1BR w/ Doorman, W/D, nr. Seaport, by Blueground",107434423,Blueground,,South Boston,42.34114,-71.04958,Entire home/apt,157,32,0,,,153,363
40375320,Modern Studio in Boston Near Metro + Pet-Friendly,48005494,Zeus,,Downtown,42.35471,-71.05214,Entire home/apt,184,31,0,,,12,0
40406713,Deep Cleaned 2br Apt near Ⓣ ✈ MGH BWH Tufts &BIDMC,5784364,Chen,,East Boston,42.36678,-71.03783,Entire home/apt,114,1,12,2020-03-15,3.87,2,294
40418140,"Smart East Boston 1BR w/ W/D, Gym, near Waterfront & T, by Blueground (BOS 87)",107434423,Blueground,,East Boston,42.36633,-71.04087,Entire home/apt,197,32,0,,,153,336
40423770,"Bright Fenway 1BR w/ City View, A/C, near Greenline, by Blueground",107434423,Blueground,,Fenway,42.34359,-71.0956,Entire home/apt,143,32,0,,,153,314
40423797,"Lux South Boston 1BR w/ Doorman, W/D, nr. Seaport, by Blueground",107434423,Blueground,,South Boston,42.34114,-71.04958,Entire home/apt,222,32,0,,,153,330
40423936,"Airy Brighton 2BR w/ W/D in unit, Gym, near Commuter Rail, by Blueground",107434423,Blueground,,Brighton,42.36149,-71.14483,Entire home/apt,196,32,0,,,153,321
40423982,"Brighton 1BR w/ W/D in building, Gym & Pool, by Blueground",107434423,Blueground,,Brighton,42.33884,-71.15456,Entire home/apt,177,32,0,,,153,304
40424027,2-2 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.35134,-71.13511,Private room,77,1,3,2019-12-28,0.93,9,68
40424417,2-3 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.3508,-71.13501,Private room,77,1,3,2020-02-15,1.06,9,57
40429003,"Renovated,Fully Furnished 1 Bedroom in Back Bay",266312920,STARS Of,,Back Bay,42.35251,-71.08245,Entire home/apt,150,28,0,,,11,187
40439006,Bright Spacious Apt w/ Free On Street Parking,116319471,Greg And Alicia,,Dorchester,42.29192,-71.06842,Entire home/apt,190,1,1,2020-03-01,1,2,345
40469593,★ Tiny & Cozy Room | Walking to Airport + Subway ★,1407005,Izzy,,East Boston,42.37815,-71.03389,Private room,65,1,10,2020-03-08,3.41,3,88
40474148,❤Deep Cleaned Prime Location near public Ⓣ & ✈ MGH,5784364,Chen,,East Boston,42.36711,-71.03879,Entire home/apt,154,1,12,2020-03-13,3.60,2,283
40481158,Hospital Haven,235950637,Lorraine,,Mission Hill,42.32892,-71.10808,Private room,65,32,0,,,1,134
40483415,Nice room on Green T 10 mins walk  to BC,293373619,Jihane,,Brighton,42.34202,-71.1538,Private room,60,30,0,,,7,259
40493715,"Sunny, Private, Furnished 1 Bed Condo with Porch",266312920,STARS Of,,Brighton,42.33739,-71.15024,Entire home/apt,125,28,0,,,11,358
40493790,"Furnished , Newly Renovated, Spacious Studio",266312920,STARS Of,,Brighton,42.33697,-71.15209,Entire home/apt,125,31,0,,,11,290
40502847,"★ Modern Clean Room by Airport, 15 min Downtown ★",1407005,Izzy,,East Boston,42.37705,-71.03596,Private room,75,1,8,2020-03-03,2.55,3,84
40512145,5-41 Affordable Private Studio for One!,285344759,Bv,,Back Bay,42.34951,-71.07097,Private room,124,2,6,2020-02-29,2.02,33,4
40512386,Venn | Downtown Crossing | Cozy 1-bed,277913848,Venn,,Chinatown,42.35187,-71.05924,Entire home/apt,195,2,9,2020-02-27,2.55,7,179
40512451,143-33 Boston Modern Studio for Two!,285344759,Bv,,Bay Village,42.349,-71.07054,Private room,140,2,5,2020-03-01,1.50,33,197
40530153,One bedroom available,260850604,Kat,,Jamaica Plain,42.32293,-71.10028,Private room,27,271,0,,,1,199
40535628,Elm Hill Suite,276272964,David,,Roxbury,42.30991,-71.08417,Private room,79,1,0,,,1,86
40540038,spacious rm 10 min walkTo Bc 3min greenT &Elz hosp,293373619,Jihane,,Brighton,42.34405,-71.15407,Private room,60,28,0,,,7,335
40540109,2-4 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.3504,-71.13505,Private room,77,1,2,2020-02-28,0.60,9,63
40540267,2-5 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.34997,-71.13613,Private room,77,1,6,2020-03-04,2.09,9,66
